3,640,350,0,1,0,0,1
3,700,350,0,1,0,0,1
3,580,410,0,1,0,0,1
3,640,410,0,1,0,0,1
3,700,410,0,1,0,0,1
1,640,407,0,20,0,0,1
1,700,351,0,20,0,0,1
1,614,407,0,20,0,0,1
1,610,352,0,20,28,0,1
1,716,410,0,20,0,0,1
2,360,195,0,20,0,0,1
2,400,195,0,20,0,0,1
2,440,195,0,20,0,0,1
2,480,195,0,20,0,0,1
2,520,195,0,20,0,0,1
2,560,195,0,20,0,0,1
2,600,195,0,20,0,0,1
2,640,195,0,20,0,0,1
2,680,195,0,20,0,0,1
2,720,195,0,20,0,0,1
2,760,195,0,20,0,0,1
2,800,195,0,20,0,0,1
2,360,234,0,20,0,0,1
2,400,234,0,20,0,0,1
2,440,234,0,20,0,0,1
2,480,234,0,20,0,0,1
2,520,234,0,20,0,0,1
2,360,273,0,20,0,0,1
2,400,273,0,20,0,0,1
2,440,273,0,20,0,0,1
2,480,273,0,20,0,0,1
2,520,273,0,20,0,0,1
2,360,312,0,20,0,0,1
2,400,312,0,20,0,0,1
2,440,312,0,20,0,0,1
2,480,312,0,20,0,0,1
2,520,312,0,20,0,0,1
2,800,234,0,20,0,0,1
2,800,273,0,20,0,0,1
2,800,312,0,20,0,0,1
2,800,351,0,20,0,0,1
2,760,390,0,20,0,0,1
2,800,390,0,20,0,0,1
2,760,429,0,20,0,0,1
2,800,429,0,20,0,0,1
2,760,468,0,20,0,0,1
2,800,468,0,20,0,0,1
2,760,507,0,20,0,0,1
2,800,507,0,20,0,0,1
2,760,546,0,20,0,0,1
2,800,546,0,20,0,0,1
2,760,585,0,20,0,0,1
2,800,585,0,20,0,0,1
2,360,351,0,20,0,0,1
2,360,390,0,20,0,0,1
2,360,429,0,20,0,0,1
2,360,468,0,20,0,0,1
2,400,468,0,20,0,0,1
2,440,468,0,20,0,0,1
2,480,468,0,20,0,0,1
2,520,468,0,20,0,0,1
2,560,468,0,20,0,0,1
2,360,507,0,20,0,0,1
2,400,507,0,20,0,0,1
2,440,507,0,20,0,0,1
2,480,507,0,20,0,0,1
2,520,507,0,20,0,0,1
2,560,507,0,20,0,0,1
2,360,546,0,20,0,0,1
2,400,546,0,20,0,0,1
2,440,546,0,20,0,0,1
2,480,546,0,20,0,0,1
2,520,546,0,20,0,0,1
2,560,546,0,20,0,0,1
2,360,585,0,20,0,0,1
2,400,585,0,20,0,0,1
2,440,585,0,20,0,0,1
2,480,585,0,20,0,0,1
2,520,585,0,20,0,0,1
2,560,585,0,20,0,0,1
2,600,585,0,20,0,0,1
2,640,585,0,20,0,0,1
2,680,585,0,20,0,0,1
2,720,585,0,20,0,0,1
2,760,585,0,20,0,0,1
0,570,371,90,25,3,0,1
