1,1076,181,0,20,0,0,1
1,1167,485,0,20,0,0,1
1,127,519,0,20,0,0,1
1,1282,319,0,20,0,0,1
1,898,82,0,20,0,0,1
1,77,311,0,20,0,0,1
1,12,606,0,20,0,0,1
1,106,40,0,20,0,0,1
1,477,444,0,20,0,0,1
1,845,653,0,20,0,0,1
1,142,77,0,20,0,0,1
1,589,377,0,20,0,0,1
1,741,320,0,20,0,0,1
1,988,114,0,20,0,0,1
1,1343,30,0,20,0,0,1
2,1140,123,0,20,0,0,1
2,1281,627,0,20,0,0,1
2,1258,127,0,20,0,0,1
2,800,310,0,20,0,0,1
2,169,40,0,20,0,0,1
2,1040,533,0,20,0,0,1
2,383,389,0,20,0,0,1
2,447,531,0,20,0,0,1
2,107,195,0,20,0,0,1
2,1256,130,0,20,0,0,1
2,184,286,0,20,0,0,1
2,296,521,0,20,0,0,1
2,186,234,0,20,0,0,1
2,602,236,0,20,0,0,1
2,1194,468,0,20,0,0,1
3,410,397,0,20,0,0,1
3,61,579,0,20,0,0,1
3,306,323,0,20,0,0,1
3,1275,258,0,20,0,0,1
0,233,341,0,25,0,0,1
